precision,[0.16438356 0.25       0.203125   0.10666667 0.16393443 0.1547619
 0.26315789 0.20253165 0.18055556 0.24418605]
recall,[0.16438356 0.25       0.203125   0.10666667 0.16393443 0.1547619
 0.26315789 0.20253165 0.18055556 0.24418605]
f1,[0.17518248 0.26845638 0.17567568 0.11851852 0.13422819 0.15757576
 0.23529412 0.20915033 0.20155039 0.25454545]
accuracy,0.19466666666666665
