precision,[0.14705882 0.38461538 0.18367347 0.08759124 0.         0.14705882
 0.         0.29824561 0.10628019 0.45      ]
recall,[0.14705882 0.38461538 0.18367347 0.08759124 0.         0.14705882
 0.         0.29824561 0.10628019 0.45      ]
f1,[0.10204082 0.21052632 0.1978022  0.14371257 0.         0.08695652
 0.         0.25954198 0.16666667 0.18181818]
accuracy,0.14666666666666667
