precision,[0.13846154 0.22826087 0.12371134 0.06976744 0.13793103 0.15384615
 0.23076923 0.24561404 0.14705882 0.2       ]
recall,[0.13846154 0.22826087 0.12371134 0.06976744 0.13793103 0.15384615
 0.23076923 0.24561404 0.14705882 0.2       ]
f1,[0.13953488 0.26086957 0.13259669 0.08219178 0.13714286 0.1509434
 0.18867925 0.21374046 0.16       0.1641791 ]
accuracy,0.16266666666666665
