precision,[0.         0.         0.         0.         1.         0.
 0.         0.         0.07692308 0.        ]
recall,[0.         0.         0.         0.         1.         0.
 0.         0.         0.07692308 0.        ]
f1,[0.         0.         0.         0.         0.02247191 0.
 0.         0.         0.14285714 0.        ]
accuracy,0.07733333333333334
